y_apoya_aumento,w_norm,P41,P42,p43_grupo,mod0_5,mod0_1_dep,idx_capital_informativo,idx_participacion_cultural_cientifica,idx_confianza_valoracion_cientificos,idx_institucionalidad_cti,idx_optimismo_tecnocientifico,idx_actitudes_ia_riesgos_beneficios,idx_percepcion_capacidades_nacionales,idx_contexto_pais,perfil
0.0,1.9475912539255735,Varón,37,educación media,C,Lima,-0.17600489020110188,-0.575453228474799,0.02685773871420076,0.07638335020847457,-0.4511569124211261,-0.44813971607489467,0.43914550120199786,-0.6805638046073671,1
0.0,1.9475912539255735,Mujer,37,educación media,C,Lima,-0.5342226957260723,-0.8935288387305399,-0.7386169233264019,-0.3913978487307429,-0.034690445578465165,0.20422142586914882,-0.45595552615205,-0.07369898562552454,1
0.0,0.9112271755379048,Mujer,37,educación media,D,Piura,-0.1689589860168723,-0.16791028482668288,0.23150677855082927,-0.9988332666192472,0.06259550581583459,-0.041916265747950376,0.27420400765032366,-0.6526786470016754,1
1.0,0.9112271755379048,Varón,37,educación media,C,Piura,-0.3951306925226407,-0.57646913123324,0.5201603611067741,-0.08159970977837255,0.9917596880107024,0.5729608475821515,-0.8659485954541685,-0.386750893294327,3
1.0,0.4427814456412548,Mujer,37,educación básica,D,Junín,-0.13589398307826345,-0.14603560991544867,-0.3261887157659718,-0.1622150181497224,0.3864422563725103,0.7214881358093699,0.29390606566716704,0.5688594038860743,3
1.0,0.40039962442126337,Varón,37,educación básica,B,Loreto,-0.4409654405815566,-0.14603560991544867,0.004439522115004826,-0.2337443147630457,0.27493608704869554,0.05267661852730526,0.66578436728849,-0.07369898562552454,3
1.0,1.133040413563988,Mujer,37,educación superior,A,La Libertad,-0.019332422513258545,0.3079244465290225,0.0602624187414012,0.7390283632862444,-0.1495560928787139,0.16566044744945252,0.5900530339521571,-0.007054372439718825,3
0.0,1.133040413563988,Varón,37,educación media,B,La Libertad,-0.2518847476362649,-0.14603560991544867,0.2622565881065661,0.4708467142914394,0.10511012637763391,0.5863969128479772,-0.6288387409115348,-0.34687497357390085,3
1.0,0.6057317449894515,Varón,37,educación superior,D,Áncash,0.8613506320332288,1.0574400028750173,1.3391653558000813,-0.3913978487307429,0.17698908851336223,0.19109566741622022,-0.26004897335532134,-0.683629689657725,2
1.0,0.4427814456412548,Mujer,37,educación superior,D,Junín,-0.17934743672225067,-0.30262876974470554,-0.4397528917888827,-0.23685873639012453,0.5546003823424338,0.43338432885954165,0.43631445707015093,0.5688594038860743,3
